,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
3832,10.0,16,6,14,2,1
3835,27.0,12,6,10,2,0
3837,15.0,24,5,10,2,0
3838,18.0,10,6,11,2,0
3839,15.0,24,1,3,2,1
3840,15.0,24,1,10,2,0
3841,5.0,14,5,6,2,1
3842,12.0,24,5,10,2,0
3843,12.0,14,6,10,4,0
3844,18.0,14,6,6,2,1
3845,15.0,14,8,1,0,0
3846,18.0,24,5,2,2,0
3847,18.0,12,5,1,4,0
3848,18.0,14,1,2,4,0
3849,5.0,24,6,10,2,1
3850,27.0,14,1,2,4,0
3852,18.0,14,3,1,4,0
3853,18.0,2,1,2,4,1
3854,19.0,14,5,6,2,0
3855,19.0,24,5,9,4,0
3856,9.0,2,10,1,0,1
3857,19.0,2,6,3,2,1
3858,5.0,14,2,1,4,0
3860,27.0,24,1,3,4,1
3862,9.0,2,4,1,0,1
3865,18.0,14,1,10,4,0
3866,9.0,14,6,6,2,0
3867,15.0,24,8,1,4,0
3868,15.0,24,5,10,4,0
3869,19.0,14,6,9,4,1
3871,18.0,14,5,2,4,0
3872,5.0,2,6,2,2,1
3873,18.0,14,8,1,4,1
3874,15.0,2,6,10,4,0
3875,15.0,2,1,10,4,0
3876,18.0,14,5,0,4,0
3877,15.0,14,5,10,4,0
3878,15.0,23,5,10,4,0
3879,10.0,2,1,1,0,1
3880,18.0,2,6,6,2,1
3881,15.0,2,6,10,4,0
3882,19.0,2,5,3,4,1
3883,19.0,2,1,6,4,1
3884,15.0,2,1,10,4,0
3885,18.0,2,6,2,0,1
3886,10.0,24,5,10,4,0
3887,15.0,23,5,10,4,0
3890,18.0,24,6,6,4,1
3891,18.0,24,4,1,4,1
3892,27.0,14,1,10,4,1
3893,15.0,14,1,14,4,0
3894,5.0,24,1,2,4,1
3895,18.0,14,5,10,2,1
3896,10.0,14,10,1,4,1
3898,18.0,24,10,1,4,1
3899,15.0,24,6,7,4,0
3900,27.0,2,1,6,4,1
3902,18.0,24,6,6,4,0
3903,19.0,24,10,1,4,1
3905,5.0,2,5,1,4,1
3906,18.0,14,1,10,4,0
3907,18.0,2,5,2,4,0
3908,15.0,2,1,10,4,0
3909,10.0,2,1,3,4,0
3911,18.0,2,5,3,2,1
3912,27.0,14,6,10,4,0
3913,18.0,13,1,11,4,0
3914,15.0,14,5,10,4,0
3915,19.0,14,4,1,4,0
3916,18.0,12,5,10,4,0
3917,15.0,2,1,10,4,0
3918,15.0,2,6,10,4,0
3919,18.0,2,6,2,4,0
3920,15.0,2,1,10,4,0
3921,18.0,14,1,16,4,0
3922,1.0,24,5,10,4,0
3923,15.0,14,1,14,4,0
3924,15.0,24,6,10,4,0
3925,5.0,24,1,11,4,1
3926,27.0,24,6,6,2,1
3927,19.0,14,5,9,4,0
3928,19.0,13,6,9,2,1
3929,19.0,14,1,10,4,1
3930,19.0,14,6,10,2,0
3931,14.0,2,5,10,4,0
3932,9.0,2,6,1,2,1
3933,9.0,2,5,2,2,0
3934,19.0,2,6,10,2,1
3935,15.0,2,6,11,4,1
3936,15.0,2,1,10,4,0
3937,18.0,2,5,6,4,0
3939,15.0,2,1,10,4,0
3940,15.0,2,6,10,4,0
3941,15.0,2,5,10,4,0
3942,18.0,14,1,2,4,0
3943,18.0,2,6,1,2,1
3944,27.0,10,3,1,4,1
3945,19.0,4,10,1,0,1
3947,9.0,2,5,9,2,0
3948,15.0,12,5,10,4,0
3949,15.0,24,5,10,4,0
3950,10.0,2,5,10,2,1
3951,15.0,2,6,10,4,0
3952,15.0,2,5,10,4,0
3953,9.0,2,1,6,4,1
3954,5.0,14,6,2,2,0
3955,27.0,14,10,1,4,1
3956,27.0,10,1,11,4,0
3957,19.0,24,5,9,2,1
3958,5.0,2,8,1,0,0
3959,15.0,2,1,10,4,0
3960,5.0,14,2,1,4,0
3961,19.0,14,3,1,4,0
3962,19.0,12,1,3,4,0
3963,18.0,2,6,3,2,1
3964,20.0,14,1,2,4,0
3965,19.0,4,3,1,4,1
3966,5.0,14,5,2,4,0
3967,9.0,14,5,10,4,0
3968,19.0,14,6,2,2,0
3969,27.0,2,6,14,2,1
3971,9.0,2,5,11,2,0
3972,19.0,4,10,1,0,1
3973,18.0,24,6,2,4,1
3974,2.0,2,5,11,4,0
3975,19.0,2,6,6,2,0
3978,18.0,24,6,3,2,0
3979,12.0,14,5,3,0,1
3980,19.0,24,1,9,4,1
3981,19.0,24,1,10,4,1
3983,19.0,14,1,0,4,0
3984,15.0,14,1,14,4,0
3985,18.0,14,3,1,4,1
3987,27.0,14,5,10,4,1
3989,19.0,14,4,1,0,0
3990,18.0,14,2,1,0,0
3991,18.0,10,6,11,4,0
3992,15.0,14,5,10,4,0
3993,9.0,24,5,15,4,0
3994,15.0,14,6,10,4,0
3995,18.0,14,4,1,0,1
3996,27.0,2,8,1,0,1
3997,18.0,14,1,6,4,1
3998,18.0,14,6,10,4,0
3999,15.0,23,6,10,4,0
4000,18.0,24,6,3,2,0
4001,5.0,24,5,2,4,0
4002,9.0,14,1,3,2,1
4004,15.0,24,5,10,4,0
4006,19.0,12,5,14,4,0
4007,19.0,24,1,1,4,1
4008,5.0,10,5,6,4,0
4009,27.0,14,2,1,0,1
4010,5.0,14,1,6,4,0
4012,5.0,14,4,1,4,1
4013,19.0,24,5,10,4,1
4016,9.0,14,8,1,4,0
4017,18.0,12,1,10,4,0
4018,15.0,2,1,10,4,0
4019,15.0,2,5,10,4,0
4020,27.0,2,6,10,2,0
4021,15.0,2,1,10,4,0
4022,5.0,2,1,9,4,0
4025,25.0,14,6,9,4,1
4026,15.0,2,5,10,4,0
4027,15.0,2,5,10,4,0
4028,15.0,2,1,10,4,0
4029,10.0,24,5,11,4,0
4030,27.0,24,5,2,4,1
4031,9.0,4,1,1,4,0
4032,19.0,13,5,2,4,0
4033,19.0,14,5,10,2,0
4034,19.0,10,6,10,2,0
4037,19.0,24,5,10,4,0
4039,15.0,23,5,10,4,0
4040,18.0,14,5,1,2,1
4042,19.0,24,1,9,4,0
4043,15.0,24,6,10,4,0
4044,15.0,2,8,1,4,0
4045,9.0,2,6,2,2,1
4046,19.0,12,5,10,4,0
4047,18.0,24,2,1,4,0
4048,25.0,2,6,10,0,1
4049,18.0,2,1,2,4,1
4051,19.0,14,6,3,2,1
4052,18.0,14,10,1,4,1
4054,19.0,14,5,9,4,0
4055,15.0,2,6,10,4,0
4056,15.0,2,1,10,4,0
4057,15.0,2,5,10,4,0
4058,15.0,2,5,10,4,0
4059,18.0,2,6,2,2,1
4060,10.0,8,5,1,0,1
4061,18.0,14,1,13,4,0
4062,9.0,14,5,10,4,1
4063,18.0,14,6,10,4,0
4064,15.0,14,8,1,0,0
4065,15.0,2,6,10,4,0
4066,9.0,2,10,6,4,1
4067,10.0,2,5,2,4,1
4069,15.0,2,1,10,4,0
4070,18.0,2,6,2,2,0
4072,5.0,24,1,9,4,0
4073,15.0,23,5,10,4,0
4074,19.0,24,1,2,4,1
4075,18.0,24,8,1,4,0
4076,19.0,24,6,9,4,1
4079,9.0,16,5,3,2,0
4080,15.0,13,5,11,0,1
4081,9.0,16,1,9,2,0
4082,18.0,16,3,1,0,1
4083,18.0,10,1,6,2,1
4084,19.0,24,6,9,2,0
4085,15.0,12,6,10,3,0
4086,18.0,10,5,15,2,1
4087,9.0,16,6,14,2,0
4088,5.0,16,1,15,2,0
4089,19.0,24,6,6,2,0
4090,27.0,10,5,2,2,1
4091,19.0,2,1,7,2,1
4092,27.0,14,4,1,4,0
4094,15.0,14,1,10,4,0
4095,27.0,14,5,14,4,1
4096,18.0,24,5,7,4,1
4097,19.0,2,1,3,4,0
4098,15.0,2,6,10,4,0
4099,18.0,2,6,10,4,0
4100,18.0,2,10,1,4,1
4101,15.0,2,1,10,4,0
4102,20.0,14,5,9,4,1
4103,19.0,14,6,10,2,0
4104,10.0,2,1,2,4,1
4106,9.0,14,5,14,3,0
4107,18.0,2,6,2,0,0
4108,19.0,24,6,10,2,1
4109,27.0,2,6,6,0,0
4110,27.0,2,4,1,0,0
4111,15.0,2,6,10,4,0
4112,19.0,2,1,2,4,0
4113,9.0,2,1,10,4,1
4114,15.0,2,6,10,4,0
4115,9.0,2,5,2,4,0
4116,19.0,0,8,10,2,1
4117,5.0,13,6,11,4,0
4119,15.0,24,6,10,4,0
4120,18.0,24,5,3,2,1
4125,15.0,14,3,1,0,0
4126,5.0,10,2,1,4,0
4128,18.0,13,5,3,0,1
4129,26.0,14,6,14,2,0
4130,18.0,24,1,9,4,1
4131,1.0,14,1,6,4,0
4132,19.0,14,6,10,3,1
4135,9.0,12,6,9,2,1
4136,9.0,14,5,2,4,0
4137,18.0,2,1,2,4,1
4141,18.0,14,6,10,4,0
4142,27.0,10,5,2,4,1
4143,9.0,2,1,6,4,1
4144,18.0,2,6,2,2,1
4145,19.0,24,8,1,4,1
4146,1.0,14,1,9,4,1
4147,15.0,14,6,10,4,0
4149,27.0,13,5,6,4,1
4150,9.0,14,6,10,2,1
4152,9.0,24,1,3,4,0
4153,27.0,2,6,6,0,1
4154,18.0,24,6,2,4,1
4155,18.0,14,5,10,2,1
4156,19.0,14,1,3,4,1
4158,15.0,2,6,10,4,0
4159,18.0,2,10,1,0,0
4161,19.0,2,6,1,2,0
4162,15.0,2,6,10,4,0
4163,19.0,4,10,1,0,1
4164,19.0,4,10,1,0,1
4165,9.0,2,5,9,2,1
4166,15.0,2,1,10,4,0
4167,27.0,2,1,2,4,1
4168,15.0,2,1,10,4,1
4169,1.0,2,1,10,4,0
4170,27.0,2,4,1,0,0
4171,19.0,12,6,2,2,1
4172,18.0,24,3,1,4,1
4173,27.0,24,1,2,4,1
4174,15.0,23,1,10,4,0
4175,18.0,23,5,10,4,0
4176,27.0,24,6,2,4,1
4177,27.0,24,5,10,4,0
4178,19.0,24,5,7,4,0
4179,18.0,24,5,10,4,1
4180,15.0,13,8,1,0,0
4181,15.0,24,1,6,4,0
4182,15.0,23,5,10,4,0
4183,18.0,14,5,2,4,0
4184,19.0,10,5,3,2,0
4185,18.0,10,5,2,4,0
4186,18.0,14,1,16,4,0
4187,19.0,24,5,2,2,1
4189,19.0,14,4,1,4,0
4191,27.0,10,1,6,4,0
4192,18.0,14,1,10,4,0
4193,5.0,14,1,6,4,0
4194,27.0,14,5,10,4,0
4195,5.0,14,8,1,0,0
4196,18.0,2,5,2,0,0
4197,19.0,2,10,1,4,1
4198,15.0,2,1,10,4,0
4199,19.0,2,5,3,2,0
4200,27.0,2,1,6,4,0
4201,27.0,10,5,10,4,1
4203,18.0,14,5,14,4,0
4204,20.0,14,1,10,4,0
4205,19.0,24,1,6,4,1
4207,14.0,2,5,10,4,0
4208,18.0,14,5,9,4,1
4209,19.0,14,5,9,4,1
4211,18.0,12,5,6,2,1
4213,18.0,2,10,1,0,1
4214,9.0,14,1,6,4,0
4215,27.0,14,5,7,4,0
4216,15.0,2,5,10,4,0
4217,18.0,2,1,3,4,0
4218,19.0,2,5,2,2,0
4219,15.0,2,1,10,4,0
4220,15.0,2,1,10,4,0
4221,20.0,14,2,1,4,0
4222,27.0,14,1,9,4,0
4223,26.0,14,1,6,4,0
4225,15.0,23,1,10,4,0
4226,1.0,24,1,2,4,1
4227,15.0,23,5,10,4,0
4228,15.0,23,1,10,4,0
4229,15.0,24,5,11,4,0
4230,18.0,24,1,9,4,0
4231,5.0,14,1,10,4,0
4232,15.0,23,1,10,4,0
4233,18.0,14,1,14,4,0
4234,18.0,24,5,3,2,1
4235,27.0,14,5,6,4,0
4236,18.0,14,1,3,4,0
4237,18.0,14,5,14,4,0
4238,15.0,14,8,1,4,0
4239,9.0,24,5,3,2,0
4240,14.0,14,5,10,4,0
4241,27.0,14,1,2,4,1
4242,15.0,23,1,10,4,0
4243,5.0,10,1,9,4,1
4244,18.0,14,5,2,4,0
4245,15.0,24,1,10,4,0
4246,15.0,23,1,10,4,0
4247,15.0,13,2,1,4,1
4248,15.0,23,5,10,4,0
4249,15.0,24,1,9,4,0
4250,15.0,12,1,10,4,0
4251,9.0,14,1,9,4,0
4252,18.0,2,1,2,4,1
4253,15.0,2,8,1,0,0
4254,14.0,2,5,10,4,0
4255,15.0,2,1,10,4,0
4256,15.0,2,5,10,4,0
4257,15.0,2,1,10,4,0
4259,27.0,14,1,10,4,0
4260,18.0,14,5,2,4,0
4262,15.0,24,1,10,4,0
4263,15.0,2,5,10,4,0
4264,18.0,2,1,3,4,0
4266,9.0,2,5,3,2,0
4267,15.0,2,1,10,4,0
4268,18.0,2,5,2,0,1
4269,15.0,24,1,10,0,0
4270,27.0,24,1,10,4,0
4271,15.0,23,1,10,4,0
4272,15.0,24,1,10,4,0
4273,12.0,24,5,10,4,1
4275,10.0,14,5,3,2,1
4276,15.0,14,5,10,4,0
4277,19.0,10,5,9,4,1
4278,10.0,14,1,6,4,0
4279,5.0,24,5,6,2,1
4280,18.0,14,10,1,0,1
4281,18.0,14,1,3,4,0
4283,19.0,14,8,1,4,0
4284,19.0,14,8,1,0,1
4285,19.0,4,10,2,0,1
4286,18.0,14,1,9,4,0
4287,18.0,14,5,10,4,1
4288,9.0,2,2,1,0,0
4289,15.0,14,1,10,4,0
4290,19.0,14,5,2,2,0
4291,10.0,14,1,9,4,0
4292,9.0,2,5,1,0,1
4293,18.0,14,1,1,0,1
4294,19.0,14,6,10,4,0
4295,10.0,2,8,1,0,1
4296,9.0,24,4,6,0,1
4297,9.0,14,1,9,4,0
4298,5.0,10,5,9,2,1
4299,27.0,2,5,10,2,0
4300,9.0,2,1,11,4,0
4301,18.0,20,4,10,2,0
4304,9.0,2,6,1,3,1
4305,15.0,2,5,10,4,0
4306,15.0,2,6,10,4,0
4307,19.0,24,1,3,4,1
4308,15.0,23,5,10,4,0
4309,15.0,24,5,10,4,0
4310,15.0,23,6,10,4,0
4313,1.0,14,6,2,4,0
4314,18.0,14,5,6,4,0
4315,18.0,14,1,14,4,0
4316,1.0,24,10,1,4,0
4317,15.0,24,1,10,4,0
4318,15.0,24,1,10,4,0
4322,18.0,2,6,2,2,0
4323,9.0,14,10,1,0,1
4324,21.0,14,5,9,4,1
4325,20.0,2,6,6,2,0
4326,18.0,14,6,10,2,1
4328,10.0,14,4,1,0,1
4329,9.0,24,6,10,0,1
4330,15.0,14,5,10,4,0
4332,19.0,14,1,6,4,1
4334,27.0,14,8,1,4,0
4335,18.0,14,5,9,4,0
4336,25.0,14,6,16,4,0
4337,15.0,2,3,10,0,0
4338,1.0,14,6,6,0,0
4339,15.0,13,6,10,4,0
4340,18.0,10,2,1,4,0
4341,15.0,24,5,10,4,0
4342,18.0,14,5,10,2,1
4343,15.0,24,5,10,4,0
4346,15.0,24,5,10,4,0
4347,9.0,12,6,10,4,0
4348,15.0,24,5,10,4,0
4349,15.0,23,6,10,4,0
4350,27.0,14,10,1,4,0
4351,15.0,24,5,10,4,0
4352,15.0,24,6,10,4,0
4353,18.0,24,6,1,4,0
4354,27.0,2,3,1,0,1
4355,19.0,24,8,1,0,0
4357,9.0,4,2,1,0,1
4358,9.0,2,5,3,4,0
4359,25.0,14,5,9,4,1
4360,9.0,14,5,9,4,0
4361,27.0,10,5,10,4,1
4362,27.0,2,5,2,2,1
4363,19.0,2,3,1,0,1
4364,18.0,14,5,16,4,1
4365,27.0,14,6,3,2,1
4366,15.0,24,6,10,4,0
4367,27.0,24,5,1,2,1
4368,15.0,23,5,10,4,0
4369,27.0,10,5,14,4,0
4370,15.0,2,6,10,4,0
4371,15.0,2,6,10,4,0
4372,18.0,2,6,11,2,1
4374,18.0,2,8,1,4,0
4375,15.0,2,5,10,4,0
4376,19.0,12,6,3,2,0
4377,15.0,2,5,10,4,0
4378,15.0,2,6,10,4,0
4379,9.0,2,10,1,0,1
4381,15.0,12,6,9,4,0
4383,19.0,24,6,1,2,0
4384,27.0,13,6,11,2,0
4385,19.0,14,10,1,0,0
4386,18.0,14,5,2,4,1
4387,15.0,12,6,10,4,0
4388,15.0,2,5,10,4,0
4390,15.0,2,1,10,4,1
4391,19.0,2,5,2,2,0
4392,19.0,2,4,1,4,1
4393,15.0,2,5,10,4,0
4395,5.0,2,3,1,4,0
4397,15.0,2,9,10,4,0
4398,14.0,2,5,10,4,0
4399,18.0,2,6,6,2,0
4400,15.0,2,5,10,4,0
4401,18.0,24,5,2,4,0
4402,19.0,12,5,9,4,1
4403,19.0,14,10,1,4,1
4404,18.0,24,10,1,4,1
4406,19.0,14,6,15,4,0
4408,2.0,2,5,2,0,1
4409,19.0,16,6,15,2,1
4410,10.0,8,4,1,0,1
4411,27.0,24,6,6,2,0
4412,19.0,16,5,2,2,1
4414,18.0,16,5,2,2,0
4416,27.0,24,5,6,2,1
4418,2.0,16,5,9,2,0
4419,9.0,16,5,3,2,0
4420,27.0,10,6,6,2,1
4422,5.0,10,4,1,0,1
4423,18.0,16,4,2,0,1
4424,18.0,16,10,1,0,1
4426,19.0,4,2,1,4,0
4427,18.0,16,5,12,2,0
4428,5.0,10,10,1,0,0
4429,18.0,24,5,10,2,0
4432,27.0,16,3,1,0,0
4433,27.0,16,5,13,2,0
4435,1.0,12,6,10,2,1
4437,1.0,16,4,1,0,0
4438,15.0,24,5,10,2,0
4439,1.0,24,6,13,2,0
4443,19.0,16,5,2,2,0
4444,1.0,16,6,2,2,0
4445,9.0,16,5,6,2,0
4446,9.0,16,6,3,2,0
4447,10.0,4,4,1,3,1
4448,2.0,16,2,1,0,0
4450,18.0,10,1,16,4,1
4451,25.0,2,4,1,0,1
4452,19.0,14,5,10,4,0
4453,19.0,14,1,1,0,1
4456,9.0,12,4,1,0,0
4457,9.0,2,3,1,0,0
4459,18.0,12,6,9,2,0
4461,20.0,14,5,10,4,0
4462,1.0,14,6,2,4,0
4463,19.0,2,10,1,4,0
4464,18.0,14,6,6,4,0
4465,15.0,2,6,10,4,0
4466,15.0,14,8,1,0,0
4467,18.0,14,1,2,4,1
4468,1.0,14,5,6,4,0
4470,15.0,2,6,10,4,0
4472,18.0,14,5,12,4,1
4473,10.0,2,4,1,4,1
4477,9.0,4,5,1,0,1
4478,5.0,2,2,1,4,0
4479,15.0,2,1,10,4,1
4480,15.0,2,6,10,4,0
4481,14.0,2,5,10,4,0
4482,15.0,13,5,10,4,1
4483,19.0,2,1,11,4,1
4484,19.0,2,1,6,4,1
4485,18.0,24,6,6,4,1
4486,15.0,24,1,10,4,0
4487,15.0,24,6,10,4,0
4488,18.0,24,6,2,4,1
4489,15.0,24,5,10,4,0
4490,27.0,24,5,2,4,1
4491,27.0,10,3,1,0,1
4492,18.0,12,1,7,4,0
4493,18.0,24,2,1,4,1
4494,27.0,14,5,2,2,0
4495,15.0,24,1,10,4,0
4496,5.0,2,6,1,2,1
4497,18.0,14,1,9,4,1
4498,15.0,14,6,10,4,0
4499,27.0,24,5,2,4,1
4500,18.0,14,6,9,4,0
4501,15.0,14,1,9,4,0
4502,18.0,13,5,3,0,1
4503,9.0,2,1,3,4,0
4504,18.0,14,1,10,4,0
4506,9.0,14,2,1,0,0
4507,18.0,14,8,1,0,1
4508,15.0,24,5,10,4,0
4509,27.0,14,5,2,4,1
4510,18.0,14,1,9,4,0
4512,19.0,14,1,12,4,0
4513,19.0,14,5,11,2,0
4515,5.0,24,5,10,2,1
4516,18.0,14,4,1,0,1
4517,19.0,14,1,13,4,1
4518,15.0,24,5,10,4,0
4520,15.0,2,5,10,4,0
4521,15.0,2,1,10,4,0
4522,15.0,23,1,10,4,0
4523,9.0,14,5,2,2,0
4524,18.0,24,5,3,2,1
4525,27.0,14,3,1,0,1
4526,9.0,14,1,3,4,0
4527,27.0,14,8,1,0,0
4528,18.0,2,5,10,2,0
4529,19.0,14,5,2,4,1
4530,9.0,2,5,3,4,0
4531,9.0,2,6,2,2,1
4533,27.0,24,5,1,2,0
4534,19.0,14,4,1,0,1
4535,18.0,12,5,9,4,0
4536,19.0,12,6,10,4,0
4537,18.0,12,6,11,4,0
4538,27.0,10,4,1,0,1
4539,19.0,2,5,6,2,0
4540,19.0,14,5,10,4,1
4543,18.0,24,6,10,4,1
4545,25.0,14,6,1,0,0
4546,25.0,14,6,16,2,0
4547,18.0,14,5,2,4,0
4548,15.0,2,6,10,4,0
4550,15.0,2,1,10,4,0
4551,15.0,2,6,10,4,0
4553,15.0,2,6,10,4,0
4554,15.0,2,1,10,4,0
4559,19.0,14,6,12,4,0
4560,1.0,24,5,9,4,0
4561,19.0,24,5,2,2,1
4563,1.0,24,6,6,4,0
4565,19.0,2,5,9,2,0
4569,18.0,14,9,16,4,0
4570,9.0,14,6,9,2,0
4571,18.0,14,6,10,4,0
4572,18.0,14,5,2,4,0
4573,5.0,14,5,10,4,0
4574,18.0,10,1,10,4,1
4576,27.0,4,6,2,2,1
4578,1.0,2,8,1,0,1
4580,18.0,14,1,2,4,0
4581,27.0,13,6,6,2,1
4582,18.0,14,1,9,4,1
4583,19.0,14,5,9,2,0
4584,18.0,12,1,10,4,0
4585,9.0,14,6,6,4,1
4586,27.0,14,1,10,4,0
4587,9.0,14,6,9,2,0
4588,9.0,14,1,6,2,0
4589,9.0,12,6,1,0,1
4590,19.0,2,6,3,4,0
4591,10.0,2,6,6,2,1
4592,9.0,12,1,10,4,1
4593,18.0,14,6,11,2,0
4594,12.0,24,5,3,4,0
4595,18.0,14,5,9,4,0
4596,19.0,4,10,1,0,1
4597,27.0,10,1,13,4,1
4599,20.0,14,1,9,4,0
4600,18.0,24,1,2,4,1
4605,19.0,2,6,9,2,0
4606,15.0,2,1,10,4,0
4607,15.0,2,5,10,4,0
4609,9.0,14,5,15,4,0
4610,15.0,13,1,10,4,0
4611,5.0,10,10,1,4,0
4613,9.0,14,6,2,2,0
4614,19.0,12,5,11,2,1
4615,18.0,14,1,7,2,1
4617,19.0,14,8,1,0,0
4618,1.0,14,1,10,4,0
4621,18.0,2,3,1,0,1
4622,5.0,2,6,1,0,1
4623,9.0,14,9,1,0,1
4624,27.0,14,5,2,4,1
4625,18.0,10,5,6,4,0
4626,27.0,2,5,2,0,0
4628,25.0,14,1,2,4,0
4629,19.0,14,1,16,4,1
4631,9.0,12,5,11,4,0
4632,18.0,14,2,1,4,0
4633,5.0,2,1,6,4,0
4634,27.0,24,8,1,4,0
4637,19.0,2,5,6,2,0
4638,19.0,24,6,6,2,1
4641,19.0,2,1,2,4,1
4642,15.0,2,1,10,4,0
4643,15.0,2,6,10,4,0
4644,15.0,2,6,10,4,0
4645,25.0,2,5,1,4,1
4646,18.0,14,1,2,4,1
4647,15.0,23,1,10,4,0
4648,18.0,24,1,9,4,0
4649,18.0,13,6,10,4,0
4650,15.0,24,1,10,4,0
4651,9.0,14,1,14,2,0
4652,27.0,14,5,2,0,0
4653,5.0,10,1,1,0,1
4655,27.0,14,6,2,2,1
4656,18.0,2,6,6,2,1
4657,19.0,2,6,9,2,1
4658,18.0,14,10,1,0,1
4659,5.0,2,1,6,4,0
4660,5.0,14,1,6,4,0
4661,18.0,14,6,6,4,0
4662,18.0,13,1,10,4,1
4663,1.0,10,4,1,0,0
4664,0.0,2,6,1,2,0
4665,27.0,2,10,1,0,1
4666,27.0,24,6,10,2,1
4668,15.0,24,8,1,4,0
4669,27.0,14,5,10,4,1
4670,10.0,7,10,1,0,1
4671,15.0,24,1,3,2,0
4673,27.0,10,8,1,0,1
4675,18.0,10,6,7,4,0
4676,18.0,14,2,1,0,0
4677,19.0,12,1,13,4,1
4679,27.0,2,6,10,2,1
4681,12.0,2,8,1,3,1
4682,9.0,2,6,10,2,0
4683,14.0,2,5,10,4,0
4684,9.0,2,1,3,4,0
4685,15.0,14,6,10,4,0
4687,9.0,14,1,3,4,0
4688,15.0,2,1,10,4,0
4689,15.0,2,4,10,4,0
4690,15.0,2,6,10,4,0
4691,15.0,2,6,10,4,0
4692,18.0,24,2,3,0,0
4693,15.0,24,6,10,4,0
4694,27.0,14,5,9,4,0
4695,18.0,14,6,14,4,0
4696,1.0,14,5,2,2,1
4697,18.0,14,1,3,4,1
4699,27.0,10,3,1,4,1
4700,15.0,14,0,1,4,0
4701,27.0,10,5,3,2,1
4703,15.0,2,1,10,4,0
4704,27.0,2,1,6,4,0
4705,15.0,2,6,10,4,0
4706,15.0,2,5,10,4,0
4707,15.0,2,5,10,4,0
4709,10.0,2,10,1,4,1
4710,15.0,2,6,10,4,0
4711,27.0,24,5,6,2,0
4712,18.0,14,5,6,2,1
4714,5.0,12,5,6,2,0
4715,18.0,24,6,2,2,1
4716,9.0,24,1,2,2,0
4717,19.0,16,6,6,2,1
4718,9.0,16,4,1,0,0
4719,2.0,24,8,1,0,0
4720,15.0,14,6,10,3,0
4721,27.0,10,10,6,0,1
4723,18.0,10,3,1,2,0
4725,19.0,16,6,3,2,1
4726,27.0,10,3,1,0,1
4727,27.0,10,1,1,0,1
4728,19.0,16,4,1,2,0
4729,18.0,16,6,10,2,0
4730,19.0,16,1,10,2,0
4731,18.0,16,5,0,2,0
4732,15.0,10,8,1,0,0
4733,19.0,16,6,2,2,1
4734,18.0,16,6,14,2,1
4735,15.0,23,1,10,2,0
4737,1.0,16,1,10,0,0
4739,18.0,16,5,1,2,1
4740,19.0,2,1,2,4,1
4741,18.0,14,1,6,4,0
4742,15.0,2,6,10,4,0
4743,15.0,2,1,10,4,0
4744,15.0,2,6,10,4,0
4745,19.0,14,4,1,4,0
4746,15.0,2,6,10,4,0
4748,27.0,24,6,6,2,1
4749,15.0,24,5,10,4,0
4753,18.0,24,10,1,0,1
4754,18.0,14,8,1,0,0
4755,2.0,14,5,10,4,0
4756,15.0,24,1,10,4,0
4758,18.0,14,6,11,0,1
4759,15.0,23,5,10,4,0
4760,15.0,13,1,3,4,0
4761,18.0,14,5,10,4,1
4762,15.0,24,6,6,4,0
4763,18.0,12,5,9,4,0
4764,27.0,14,5,6,4,0
4765,1.0,14,1,3,4,0
4766,18.0,0,5,1,0,1
4767,18.0,0,3,1,0,1
4772,27.0,14,5,2,2,1
4774,27.0,14,5,10,4,0
4775,15.0,2,6,10,4,0
4776,18.0,2,5,1,4,1
4777,15.0,2,1,10,4,0
4779,5.0,10,5,9,4,0
4781,15.0,2,5,10,4,0
4783,15.0,2,6,10,4,0
4784,19.0,14,1,3,2,0
4785,9.0,14,5,10,4,1
4786,15.0,24,6,10,4,0
4788,9.0,24,6,9,4,0
4789,18.0,24,1,9,4,1
4791,27.0,10,2,1,0,1
4792,19.0,14,6,10,2,0
4794,27.0,14,10,1,0,1
4796,27.0,24,10,1,4,1
4797,18.0,13,5,10,4,0
4798,19.0,14,2,3,4,1
4799,18.0,2,1,3,4,1
4800,18.0,14,1,2,4,1
4801,19.0,14,6,2,2,0
4803,27.0,14,5,10,4,0
4806,18.0,2,1,2,4,1
4808,19.0,10,10,1,4,1
4809,27.0,14,6,11,4,0
4811,18.0,14,5,3,4,1
4812,10.0,24,5,10,4,1
4813,19.0,14,4,1,0,1
4814,20.0,2,5,2,2,1
4815,15.0,2,5,10,4,0
4817,18.0,14,5,1,0,0
4818,18.0,2,1,6,4,1
4819,15.0,2,6,10,4,0
4820,15.0,2,5,10,4,0
4821,15.0,2,1,10,4,1
4822,15.0,2,5,10,4,0
4823,5.0,2,6,1,2,0
4824,15.0,23,6,10,4,0
4825,27.0,24,5,10,4,0
4826,18.0,10,1,3,2,1
4828,9.0,14,1,1,4,1
4829,15.0,23,2,10,4,1
4830,18.0,14,5,14,4,0
4831,15.0,14,1,10,4,1
4832,12.0,24,5,2,4,0
4833,27.0,4,5,14,2,1
4834,27.0,14,8,1,0,0
4835,27.0,14,6,7,2,0
4838,18.0,24,8,1,4,1
4839,18.0,24,1,9,4,0
4840,19.0,14,1,10,4,0
4843,18.0,20,4,1,0,1
4844,15.0,24,5,11,4,0
4845,27.0,14,1,6,4,0
